,Folder,DateTime,SN,Detect OK! Use time,at@gpsengine,Enable GPS Module OK! Use time,TTFF,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,GPS Signal Test PASS! Use time,Defective
726,LI5-1834411M,2018-04-04 01:05:36,GRXW-DY5-ZR7,6.1,1,0.61,38.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,41.44,0.0
727,LI5-1834411M,2018-04-04 04:23:39,GRZ2-U6S-M3C,1039.619,1,0.61,30.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,33.49,0.0
728,LI5-1834411M,2018-04-04 11:17:11,GRZU-TX9-4K4,472.772,1,0.61,0.0,33.0,33.0,33.0,32.0,,,,,0.46,0.0
729,LI5-1834411M,2018-04-04 01:38:57,GS4T-N4R-CT8,6712.557,1,0.6,37.0,45.0,44.0,45.0,45.0,45.0,44.0,44.0,44.0,40.4,0.0
730,LI5-1834411M,2018-04-04 05:58:38,GS5V-B9F-EGP,6737.246999999999,1,0.61,33.0,47.0,47.0,48.0,47.0,46.0,46.0,46.0,47.0,34.91,0.0
731,LI5-1834411M,2018-04-04 03:14:13,GS84-BYT-SEZ,2161.085,1,3.58,34.0,47.0,47.0,47.0,47.0,46.0,45.0,46.0,45.0,36.41,0.0
732,LI5-1834411M,2018-04-04 03:00:37,GS8C-EMP-KVN,43.913999999999994,1,3.57,21.0,,,,,46.0,46.0,46.0,46.0,22.28,0.0
733,LI5-1834411M,2018-04-04 11:36:31,GS8M-2Z2-ZZP,284.982,1,3.56,28.0,39.0,39.0,39.0,39.0,,,,,39.58,0.0
734,LI5-1834411M,2018-04-04 07:28:22,GS9C-82C-SKS,7523.736999999999,1,3.57,34.0,41.0,41.0,41.0,41.0,,,,,37.84,0.0
735,LI5-1834411M,2018-04-04 04:44:48,GS9P-8WP-56X,249.982,1,0.61,36.0,46.0,46.0,47.0,47.0,28.0,43.0,30.0,44.0,37.12,0.0
736,LI5-1834411M,2018-04-04 04:59:05,GS9Z-KBX-7UK,3064.284,1,3.59,22.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0,,23.9,0.0
737,LI5-1834411M,2018-04-04 06:06:05,GSAY-SEK-CMM,2587.437,1,3.58,34.0,47.0,46.0,47.0,47.0,,,,,36.04,0.0
738,LI5-1834411M,2018-04-04 03:06:09,GSCM-CC7-8T6,363.408,1,3.57,31.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,46.0,34.72,0.0
739,LI5-1834411M,2018-04-04 06:35:20,GSDG-DTA-2R2,381.39099999999996,1,0.61,23.0,46.0,46.0,46.0,46.0,,,,,26.63,0.0
740,LI5-1834411M,2018-04-04 01:34:25,GSDT-33N-A5D,1738.106,1,3.57,35.0,43.0,42.0,43.0,42.0,43.0,43.0,43.0,43.0,35.52,0.0
741,LI5-1834411M,2018-04-04 01:47:19,GSDT-ZBV-DSB,272.61,1,0.61,22.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,,24.82,0.0
742,LI5-1834411M,2018-04-04 10:53:48,GSEK-VBS-EC4,548.57,1,0.6,36.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,,39.29,0.0
743,LI5-1834411M,2018-04-04 04:31:05,GSFG-BSX-B8Z,1383.243,1,3.58,23.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,,25.901,0.0
744,LI5-1834411M,2018-04-04 01:46:57,GSFX-23Y-R66,7207.628000000001,1,0.6,23.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,41.0,25.33,0.0
745,LI5-1834411M,2018-04-04 05:23:27,GSJ5-VM5-PXK,1705.5279999999998,1,0.6,32.0,43.0,43.0,43.0,43.0,41.0,41.0,28.0,26.0,35.45,0.0
746,LI5-1834411M,2018-04-04 07:27:49,GSJR-GN8-UV3,1075.141,1,0.61,40.0,47.0,46.0,47.0,47.0,,,,,42.42,0.0
747,LI5-1834411M,2018-04-04 02:29:45,GSMY-RNU-A72,234.486,1,0.6,34.0,44.0,43.0,44.0,44.0,44.0,26.0,44.0,44.0,36.56,0.0
748,LI5-1834411M,2018-04-04 06:40:16,GSPN-PMH-39J,664.265,1,0.61,34.0,47.0,46.0,46.0,46.0,,,,,39.771,0.0
749,LI5-1834411M,2018-04-04 01:45:36,GSRP-N8M-RJ7,155.472,1,3.58,34.0,45.0,46.0,45.0,45.0,46.0,45.0,45.0,,36.0,0.0
750,LI5-1834411M,2018-04-04 11:27:07,GSS2-YGT-PU9,52.523999999999994,1,0.61,0.0,30.0,30.0,30.0,30.0,,,,,0.16,0.0
751,LI5-1834411M,2018-04-04 04:59:56,GSSJ-UXR-GB7,305.008,1,0.6,23.0,41.0,28.0,41.0,41.0,41.0,41.0,41.0,41.0,24.94,0.0
752,LI5-1834411M,2018-04-04 06:30:24,GSV2-DNP-UCN,435.594,1,0.6,37.0,43.0,43.0,43.0,43.0,,,,,40.17,0.0
753,LI5-1834411M,2018-04-04 06:45:59,GSVG-KH3-DDB,4980.588,1,3.57,35.0,46.0,46.0,46.0,46.0,,,,,37.95,0.0
754,LI5-1834411M,2018-04-04 07:09:29,GSY4-VU2-8TD,6390.281999999999,1,0.61,38.0,45.0,45.0,45.0,46.0,,,,,41.231,0.0
755,LI5-1834411M,2018-04-04 03:16:39,GSYM-W78-JX8,2965.074,1,0.6,120.0,46.0,46.0,47.0,46.0,43.0,43.0,43.0,44.0,120.72,1.0
756,LI5-1834411M,2018-04-04 07:49:49,GSZM-9EJ-8M9,5080.575,1,0.61,37.0,45.0,45.0,45.0,28.0,46.0,46.0,28.0,46.0,83.22,0.0
757,LI5-1834411M,2018-04-04 06:12:05,GT2S-URE-T9A,2957.3540000000003,1,0.61,27.0,46.0,46.0,46.0,46.0,,,,,30.11,0.0
758,LI5-1834411M,2018-04-04 04:55:28,GT3U-Z8D-949,2834.625,1,0.61,38.0,46.0,47.0,47.0,47.0,46.0,46.0,46.0,,39.53,0.0
759,LI5-1834411M,2018-04-04 03:55:05,GT5C-9ZJ-HY4,496.958,1,0.61,38.0,43.0,43.0,43.0,44.0,45.0,45.0,46.0,45.0,43.49,0.0
760,LI5-1834411M,2018-04-04 03:56:26,GT5K-BXC-Y74,5426.781999999999,1,0.6,37.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,39.69,0.0
761,LI5-1834411M,2018-04-04 01:43:27,GT66-PU6-U58,6987.311,1,3.57,29.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,32.67,0.0
762,LI5-1834411M,2018-04-04 06:32:51,GT9A-SE8-5RU,535.62,1,0.6,30.0,42.0,42.0,42.0,42.0,,,,,87.13,0.0
763,LI5-1834411M,2018-04-04 11:24:43,GTAR-DGK-73E,2301.5879999999997,1,3.57,119.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,41.0,120.11,0.0
764,LI5-1834411M,2018-04-04 02:54:16,GTC4-53J-ZPA,1699.056,1,3.57,38.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,44.0,40.04,0.0
765,LI5-1834411M,2018-04-04 05:01:44,GTCM-SWM-9VT,396.19599999999997,1,0.6,39.0,43.0,42.0,43.0,43.0,41.0,41.0,41.0,41.0,41.75,0.0
766,LI5-1834411M,2018-04-04 05:13:25,GTGN-V23-WPV,3910.289,1,3.58,34.0,45.0,45.0,46.0,45.0,46.0,46.0,46.0,,37.95,0.0
767,LI5-1834411M,2018-04-04 11:30:52,GTHP-CUM-9S9,4.48,1,3.55,1.0,37.0,37.0,37.0,37.0,,,,,2.24,0.0
768,LI5-1834411M,2018-04-04 02:38:23,GTMX-JN9-HRD,750.725,1,3.57,33.0,45.0,46.0,46.0,46.0,46.0,30.0,45.0,46.0,35.64,0.0
769,LI5-1834411M,2018-04-04 01:51:48,GTP8-5XF-C98,528.474,1,3.58,33.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,,35.09,0.0
770,LI5-1834411M,2018-04-04 02:44:39,GTUG-KPJ-HB6,2466.687,1,3.58,34.0,47.0,47.0,47.0,47.0,43.0,43.0,30.0,43.0,38.02,0.0
771,LI5-1834411M,2018-04-04 08:02:59,GTUK-2YD-FH3,9602.046999999999,1,0.61,35.0,46.0,46.0,45.0,45.0,41.0,41.0,41.0,41.0,38.51,0.0
772,LI5-1834411M,2018-04-04 03:33:21,GTUK-5JD-648,4050.877,1,0.6,33.0,45.0,44.0,45.0,45.0,45.0,45.0,45.0,44.0,36.24,0.0
773,LI5-1834411M,2018-04-04 11:50:27,GTWT-3Z4-Y5B,1139.983,1,0.61,22.0,36.0,35.0,36.0,35.0,33.0,33.0,33.0,32.0,23.66,0.0
774,LI5-1834411M,2018-04-04 03:18:27,GTYF-8YB-5MZ,2408.781,1,0.61,35.0,46.0,46.0,46.0,46.0,45.0,45.0,45.0,45.0,45.69,0.0
775,LI5-1834411M,2018-04-04 08:53:55,GTZK-V39-F2M,8973.544,1,0.61,34.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,36.27,0.0
776,LI5-1834411M,2018-04-04 04:29:28,GU2N-D3Z-7H8,1276.725,1,3.58,34.0,47.0,47.0,47.0,47.0,46.0,46.0,46.0,,35.46,0.0
777,LI5-1834411M,2018-04-04 01:00:52,GU3C-WVX-FGH,4804.218,1,0.61,40.0,40.0,40.0,40.0,40.0,28.0,45.0,45.0,45.0,96.27,0.0
778,LI5-1834411M,2018-04-04 07:21:56,GU6X-WEV-WES,2189.37,1,0.6,0.0,42.0,41.0,42.0,42.0,,,,,0.11,0.0
779,LI5-1834411M,2018-04-04 06:38:57,GU7Z-YT6-DZ5,957.323,1,0.6,28.0,42.0,43.0,42.0,42.0,42.0,42.0,29.0,41.0,31.45,0.0
780,LI5-1834411M,2018-04-04 02:36:36,GUA2-HC6-AET,135.852,1,0.61,24.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,27.08,0.0
781,LI5-1834411M,2018-04-04 12:31:36,GUD9-UFA-N4C,45.403999999999996,1,3.55,28.0,38.0,38.0,38.0,38.0,,,,,39.824,0.0
782,LI5-1834411M,2018-04-04 07:51:27,GUEE-AVK-3WJ,5220.791,1,0.61,39.0,47.0,47.0,47.0,47.0,46.0,46.0,28.0,46.0,40.99,0.0
783,LI5-1834411M,2018-04-04 03:36:37,GUHB-RNU-5YJ,2192.601,1,3.57,32.0,27.0,45.0,45.0,45.0,46.0,45.0,45.0,46.0,33.616,0.0
784,LI5-1834411M,2018-04-04 03:16:07,GUM7-6BK-5YX,2273.9429999999998,1,3.57,34.0,46.0,46.0,46.0,46.0,46.0,45.0,46.0,45.0,37.58,0.0
785,LI5-1834411M,2018-04-04 08:01:56,GUMK-ZKC-N3U,1459.43,1,3.56,26.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,41.0,27.35,0.0
786,LI5-1834411M,2018-04-04 09:03:53,GUMR-FVK-8X8,9566.913,1,3.58,34.0,48.0,48.0,48.0,48.0,46.0,46.0,46.0,46.0,37.98,0.0
787,LI5-1834411M,2018-04-04 07:38:42,GUS4-2B8-75Y,56.832,1,0.6,35.0,41.0,42.0,42.0,41.0,,,,,38.79,0.0
788,LI5-1834411M,2018-04-04 03:35:01,GUSZ-W5E-9UM,2054.4120000000003,1,0.61,23.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,44.0,78.70100000000001,0.0
789,LI5-1834411M,2018-04-04 02:50:09,GUTC-DC4-W52,2804.237,1,3.58,27.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,30.471,0.0
790,LI5-1834411M,2018-04-04 04:21:38,GUTE-J73-MSC,921.663,1,0.61,28.0,47.0,31.0,47.0,47.0,47.0,47.0,47.0,47.0,30.43,0.0
791,LI5-1834411M,2018-04-04 03:43:56,GUUH-CA4-NK8,4696.652,1,0.6,23.0,44.0,45.0,44.0,44.0,45.0,44.0,45.0,44.0,25.45,0.0
792,LI5-1834411M,2018-04-04 07:14:09,GUWV-S3E-SMX,2992.438,1,0.61,28.0,28.0,48.0,48.0,47.0,27.0,28.0,49.0,49.0,31.33,0.0
793,LI5-1834411M,2018-04-04 01:19:50,GUZE-XWB-F7F,146.842,1,3.57,38.0,44.0,43.0,44.0,44.0,44.0,43.0,44.0,43.0,41.42,0.0
794,LI5-1834411M,2018-04-04 06:48:53,GV2B-XC9-SE8,5150.017,1,3.57,39.0,46.0,46.0,46.0,46.0,,,,,42.51,0.0
795,LI5-1834411M,2018-04-04 02:16:54,GV44-A2F-E5U,1700.5320000000002,1,0.6,35.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,,38.03,0.0
796,LI5-1834411M,2018-04-04 07:07:44,GV4N-38D-ANE,2315.841,1,0.61,35.0,44.0,44.0,44.0,45.0,31.0,32.0,46.0,46.0,36.6,0.0
797,LI5-1834411M,2018-04-04 04:18:41,GV74-M5U-34V,6769.847,1,0.6,36.0,45.0,45.0,28.0,44.0,44.0,44.0,44.0,43.0,37.41,0.0
798,LI5-1834411M,2018-04-04 07:41:39,GV83-DWW-SAX,4647.48,1,0.61,24.0,43.0,43.0,30.0,43.0,43.0,43.0,28.0,49.0,26.31,0.0
799,LI5-1834411M,2018-04-04 06:02:08,GV87-P3V-9BN,4887.872,1,0.61,36.0,45.0,45.0,45.0,45.0,28.0,43.0,30.0,44.0,39.27,0.0
800,LI5-1834411M,2018-04-04 04:56:44,GVFP-3SW-B2K,965.685,1,0.61,35.0,46.0,46.0,46.0,46.0,28.0,43.0,30.0,44.0,37.43,0.0
801,LI5-1834411M,2018-04-04 09:01:30,GVG3-DJF-FGZ,9424.657,1,3.57,34.0,45.0,46.0,45.0,46.0,46.0,46.0,46.0,46.0,37.23,0.0
802,LI5-1834411M,2018-04-04 11:41:24,GVGJ-SC2-43P,3366.692,1,0.6,59.0,40.0,40.0,40.0,40.0,27.0,34.0,34.0,33.0,60.27,0.0
803,LI5-1834411M,2018-04-04 06:43:58,GVJ2-XW3-M4A,4862.102,1,0.61,36.0,47.0,47.0,47.0,47.0,,,,,38.38,0.0
804,LI5-1834411M,2018-04-04 08:58:54,GVMD-FDE-FGP,9272.449,1,0.61,34.0,46.0,47.0,46.0,47.0,47.0,47.0,47.0,46.0,36.36,0.0
805,LI5-1834411M,2018-04-04 02:11:08,GVPE-7N3-3ZS,453.30800000000005,1,3.57,38.0,31.0,43.0,43.0,43.0,45.0,45.0,45.0,45.0,40.37,0.0
806,LI5-1834411M,2018-04-04 02:00:02,GVS2-MTJ-NGK,3543.364,1,3.57,35.0,44.0,45.0,45.0,45.0,46.0,46.0,46.0,45.0,35.631,0.0
807,LI5-1834411M,2018-04-04 01:36:58,GVSH-4VS-KRM,6514.009,1,0.6,119.0,44.0,43.0,44.0,44.0,44.0,43.0,44.0,44.0,120.05,1.0
808,LI5-1834411M,2018-04-04 03:47:06,GVSP-62K-4DE,1119.173,1,0.61,29.0,46.0,47.0,46.0,46.0,47.0,46.0,47.0,46.0,32.14,0.0
809,LI5-1834411M,2018-04-04 07:48:38,GVUF-UF3-FZP,957.169,1,3.57,34.0,45.0,45.0,46.0,46.0,43.0,43.0,43.0,43.0,36.72,0.0
810,LI5-1834411M,2018-04-04 02:31:26,GVUW-PDC-ZFK,340.394,1,0.6,29.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,44.0,31.65,0.0
811,LI5-1834411M,2018-04-04 03:59:27,GVVF-U26-8P8,5614.343000000001,1,0.6,35.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,44.0,38.78,0.0
812,LI5-1834411M,2018-04-04 07:19:52,GVXZ-GGA-73E,596.516,1,0.61,38.0,45.0,45.0,45.0,45.0,,,,,43.76,0.0
813,LI5-1834411M,2018-04-04 12:45:35,GVYS-TER-MTJ,76.961,1,0.61,36.0,34.0,34.0,34.0,34.0,34.0,34.0,27.0,34.0,65.83,0.0
814,LI5-1834411M,2018-04-04 03:24:00,GVZA-GZH-ECN,2968.6,1,0.61,35.0,46.0,46.0,46.0,47.0,46.0,46.0,46.0,47.0,38.42,0.0
815,LI5-1834411M,2018-04-04 01:20:57,GW2S-ESN-D5M,5641.427,1,3.57,26.0,28.0,39.0,39.0,39.0,39.0,39.0,30.0,39.0,28.54,0.0
816,LI5-1834411M,2018-04-04 04:48:45,GW3N-S9N-3V5,8569.646,1,0.6,39.0,45.0,44.0,44.0,45.0,45.0,45.0,45.0,46.0,41.8,0.0
817,LI5-1834411M,2018-04-04 05:13:43,GW5K-4FK-7KX,1984.632,1,0.61,35.0,45.0,45.0,45.0,45.0,28.0,43.0,30.0,44.0,37.49,0.0
818,LI5-1834411M,2018-04-04 03:26:14,GW5X-CMX-43N,3619.745,1,3.56,34.0,44.0,45.0,44.0,45.0,45.0,45.0,45.0,44.0,37.4,0.0
819,LI5-1834411M,2018-04-04 03:40:51,GW85-6AE-6U9,3769.055,1,3.57,22.0,46.0,46.0,46.0,46.0,45.0,45.0,46.0,45.0,26.47,0.0
820,LI5-1834411M,2018-04-04 04:02:06,GW9C-EY2-YDJ,2008.306,1,3.58,37.0,46.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0,40.06,0.0
821,LI5-1834411M,2018-04-04 05:11:33,GW9V-HH4-542,3741.1929999999998,1,3.58,94.0,43.0,44.0,43.0,43.0,46.0,46.0,46.0,,96.0,0.0
822,LI5-1834411M,2018-04-04 02:35:06,GWAM-YZF-B4A,36.124,1,3.58,30.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,33.89,0.0
823,LI5-1834411M,2018-04-04 04:28:57,GWB7-FPA-6T6,7394.718000000001,1,0.6,25.0,43.0,43.0,43.0,43.0,45.0,45.0,45.0,43.0,28.44,0.0
824,LI5-1834411M,2018-04-04 11:11:17,GWBX-EH5-AMK,1548.7520000000002,1,0.6,52.0,31.0,31.0,31.0,31.0,32.0,32.0,31.0,28.0,70.08,0.0
825,LI5-1834411M,2018-04-04 02:02:05,GWDS-N8D-5YC,3666.153,1,3.57,35.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,35.85,0.0
826,LI5-1834411M,2018-04-04 07:32:55,GWEA-6NJ-KV6,31.89,1,3.57,27.0,42.0,42.0,42.0,42.0,,,,,28.13,0.0
827,LI5-1834411M,2018-04-04 07:01:29,GWED-KKF-35S,5908.644,1,3.57,37.0,46.0,46.0,46.0,46.0,,,,,39.9,0.0
828,LI5-1834411M,2018-04-04 01:14:27,GWFU-546-3CA,5254.557,1,3.57,23.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,25.39,0.0
829,LI5-1834411M,2018-04-04 04:22:10,GWFU-KWG-PB3,6238.484,1,3.58,34.0,46.0,46.0,46.0,46.0,47.0,47.0,46.0,45.0,36.05,0.0
830,LI5-1834411M,2018-04-04 11:49:27,GWFZ-352-5AA,3808.2670000000003,1,3.54,40.0,39.0,39.0,40.0,40.0,43.0,43.0,43.0,43.0,98.76,0.0
831,LI5-1834411M,2018-04-04 02:41:09,GWGP-AD9-4MS,2263.551,1,3.58,29.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,31.15,0.0
832,LI5-1834411M,2018-04-04 01:23:03,GWH5-FMT-2F8,347.85,1,0.61,35.0,45.0,45.0,46.0,45.0,44.0,43.0,44.0,43.0,36.37,0.0
833,LI5-1834411M,2018-04-04 03:19:11,GWHE-48E-B2P,3196.8320000000003,1,3.57,35.0,42.0,42.0,42.0,42.0,42.0,42.0,30.0,44.0,37.28,0.0
834,LI5-1834411M,2018-04-04 01:27:34,GWKN-H39-S78,1337.513,1,0.61,27.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,29.07,0.0
835,LI5-1834411M,2018-04-04 04:14:20,GWM5-EW8-NNG,5771.44,1,3.59,30.0,47.0,47.0,46.0,47.0,47.0,47.0,46.0,45.0,33.1,0.0
836,LI5-1834411M,2018-04-04 03:46:19,GWMB-UBH-83M,4826.51,1,3.57,34.0,43.0,43.0,43.0,42.0,45.0,44.0,45.0,44.0,35.63,0.0
837,LI5-1834411M,2018-04-04 03:17:39,GWMR-XGR-7UF,1060.573,1,0.61,27.0,47.0,47.0,47.0,47.0,47.0,47.0,48.0,44.0,30.52,0.0
838,LI5-1834411M,2018-04-04 02:51:40,GWMW-7R4-DB7,755.183,1,3.58,34.0,46.0,30.0,32.0,46.0,46.0,46.0,46.0,,89.3,0.0
839,LI5-1834411M,2018-04-04 02:31:18,GWNF-68A-2VE,635.538,1,3.57,33.0,44.0,44.0,44.0,34.0,45.0,45.0,46.0,,35.72,0.0
840,LI5-1834411M,2018-04-04 02:45:56,GWVK-E9S-MVN,1215.447,1,0.6,24.0,45.0,45.0,45.0,45.0,45.0,46.0,45.0,42.0,26.89,0.0
841,LI5-1834411M,2018-04-04 07:10:52,GWWC-WDF-V63,2787.861,1,0.61,36.0,48.0,48.0,48.0,48.0,27.0,28.0,49.0,49.0,38.89,0.0
842,LI5-1834411M,2018-04-04 02:21:37,GWYM-JHN-9VP,1089.657,1,3.58,32.0,30.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,33.1,0.0
843,LI5-1834411M,2018-04-04 07:10:27,GWZA-FPM-GXV,1462.641,1,0.6,35.0,42.0,42.0,42.0,42.0,,,,,37.75,0.0
844,LI5-1834411M,2018-04-04 07:08:26,GX34-96R-CJS,2641.493,1,0.61,37.0,47.0,47.0,47.0,47.0,27.0,28.0,49.0,49.0,39.27,0.0
845,LI5-1834411M,2018-04-04 07:35:20,GX3P-KAS-WSW,154.89600000000002,1,3.58,38.0,45.0,45.0,44.0,45.0,,,,,40.96,0.0
846,LI5-1834411M,2018-04-04 11:49:04,GX3X-YKK-FBZ,1013.268,1,3.57,56.0,36.0,35.0,36.0,35.0,32.0,27.0,32.0,33.0,62.87,0.0
847,LI5-1834411M,2018-04-04 06:07:40,GX5M-AZJ-UDE,7263.308000000001,1,0.61,36.0,47.0,47.0,47.0,46.0,47.0,46.0,29.0,47.0,50.87,0.0
848,LI5-1834411M,2018-04-04 07:14:55,GX68-GVN-G9X,1712.558,1,0.6,35.0,43.0,43.0,43.0,43.0,,,,,38.86,0.0
849,LI5-1834411M,2018-04-04 05:05:49,GX74-DBS-RTR,1519.006,1,0.61,27.0,45.0,28.0,45.0,45.0,28.0,43.0,30.0,44.0,29.1,0.0
850,LI5-1834411M,2018-04-04 01:44:35,GX95-4DE-A6S,2347.549,1,0.61,36.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,41.0,40.04,0.0
851,LI5-1834411M,2018-04-04 07:18:49,GXA8-MX7-9AC,1954.237,1,0.6,23.0,41.0,41.0,41.0,41.0,,,,,48.16,0.0
852,LI5-1834411M,2018-04-04 02:48:08,GXAF-XPT-MWN,2691.9709999999995,1,0.61,23.0,46.0,46.0,46.0,46.0,44.0,44.0,44.0,43.0,24.69,0.0
853,LI5-1834411M,2018-04-04 05:17:44,GXF7-9N4-SB5,2223.129,1,3.58,34.0,46.0,46.0,46.0,46.0,28.0,43.0,30.0,44.0,37.02,0.0
854,LI5-1834411M,2018-04-04 01:38:06,GXFY-JGA-4KS,1954.382,1,0.61,40.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.2,0.0
855,LI5-1834411M,2018-04-04 07:35:34,GXHF-B24-SHZ,7963.39,1,0.61,31.0,44.0,44.0,45.0,45.0,,,,,33.14,0.0
856,LI5-1834411M,2018-04-04 03:59:53,GXHN-6FW-5XA,1878.912,1,0.61,36.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,46.0,39.39,0.0
857,LI5-1834411M,2018-04-04 08:46:49,GXJ7-9NH-28Z,8500.421,1,0.61,40.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,83.411,0.0
858,LI5-1834411M,2018-04-04 02:02:05,GXM8-KGX-TPT,1062.565,1,3.57,60.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,,117.92,0.0
859,LI5-1834411M,2018-04-04 02:29:55,GXMP-6FJ-4VU,5063.657,1,3.58,37.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,41.0,39.98,0.0
860,LI5-1834411M,2018-04-04 05:48:29,GXP4-4ME-BMZ,6123.045999999999,1,3.58,34.0,46.0,28.0,46.0,47.0,46.0,46.0,46.0,47.0,37.15,0.0
861,LI5-1834411M,2018-04-04 06:39:33,GXRS-NHH-U7E,4597.718,1,0.61,34.0,46.0,46.0,46.0,47.0,,,,,37.77,0.0
862,LI5-1834411M,2018-04-04 07:28:27,GXRX-KXZ-MVA,3841.833,1,3.57,35.0,46.0,46.0,46.0,46.0,27.0,28.0,49.0,49.0,36.96,0.0
863,LI5-1834411M,2018-04-04 04:54:20,GXSB-JZJ-F95,823.487,1,3.58,29.0,46.0,45.0,46.0,46.0,28.0,43.0,30.0,44.0,32.66,0.0
864,LI5-1834411M,2018-04-04 02:20:35,GXTR-C84-4P5,4512.616,1,3.58,28.0,29.0,41.0,41.0,41.0,45.0,45.0,45.0,41.0,32.03,0.0
865,LI5-1834411M,2018-04-04 07:33:27,GXU2-BM9-JM9,4061.619,1,0.61,119.0,45.0,45.0,45.0,45.0,27.0,28.0,49.0,49.0,120.08,0.0
866,LI5-1834411M,2018-04-04 11:32:33,GXX5-E2R-ST9,60.276,1,0.61,41.0,35.0,35.0,35.0,35.0,,,,,42.2,0.0
867,LI5-1834411M,2018-04-04 03:37:42,GXY9-ZRT-NYA,4309.14,1,0.6,35.0,46.0,47.0,46.0,46.0,47.0,46.0,46.0,44.0,38.97,0.0
868,LI5-1834411M,2018-04-04 08:08:55,GXYC-5BN-A2R,9954.673,1,3.58,36.0,41.0,40.0,40.0,41.0,40.0,41.0,41.0,40.0,38.951,0.0
869,LI5-1834411M,2018-04-04 02:57:34,GXZ8-N69-DD7,1384.8529999999998,1,3.58,32.0,46.0,46.0,47.0,46.0,46.0,46.0,46.0,47.0,33.271,0.0
870,LI5-1834411M,2018-04-04 04:29:09,GY2R-RVS-W6E,1369.6129999999998,1,3.58,27.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,30.54,0.0
871,LI5-1834411M,2018-04-04 06:58:13,GY3X-XNP-HYR,721.197,1,3.56,41.0,41.0,41.0,41.0,41.0,,,,,42.22,0.0
872,LI5-1834411M,2018-04-04 03:55:04,GY3Y-SCZ-FSR,1594.9520000000002,1,0.61,33.0,46.0,46.0,45.0,46.0,46.0,46.0,46.0,46.0,35.38,0.0
873,LI5-1834411M,2018-04-04 06:25:07,GY4S-THD-MTG,6266.65,1,0.61,36.0,46.0,45.0,45.0,45.0,45.0,34.0,45.0,35.0,39.506,0.0
874,LI5-1834411M,2018-04-04 01:27:11,GY59-8N6-6MT,595.1519999999999,1,0.61,35.0,30.0,45.0,45.0,46.0,26.0,37.0,36.0,36.0,37.07,0.0
875,LI5-1834411M,2018-04-04 06:30:39,GY6J-TEZ-EVN,382.67,1,0.61,28.0,49.0,49.0,48.0,26.0,27.0,28.0,49.0,49.0,31.07,0.0
876,LI5-1834411M,2018-04-04 06:28:45,GY6W-WHF-ST4,12.75,1,0.61,0.0,44.0,44.0,44.0,44.0,,,,,0.15,0.0
877,LI5-1834411M,2018-04-04 08:19:09,GY78-NBM-2SP,6896.019,1,0.61,24.0,46.0,46.0,46.0,46.0,46.0,46.0,28.0,46.0,27.81,0.0
878,LI5-1834411M,2018-04-04 01:49:27,GY8R-EYA-JV4,48.494,1,3.56,37.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,,39.81,0.0
879,LI5-1834411M,2018-04-04 04:05:58,GY9S-N43-CBS,2246.5589999999997,1,0.62,35.0,47.0,46.0,46.0,47.0,46.0,46.0,46.0,46.0,37.76,0.0
